EstablishmentDetail - FHRSID,EstablishmentDetail - RatingKey,EstablishmentDetail - SchemeType,EstablishmentDetail - RatingValue,BusinessName,EstablishmentDetail - BusinessType,EstablishmentDetail - BusinessTypeID,EstablishmentDetail - NewRatingPending,EstablishmentDetail - LocalAuthorityCode,EstablishmentDetail - LocalAuthorityName,EstablishmentDetail - LocalAuthorityWebSite,EstablishmentDetail - LocalAuthorityBusinessID,EstablishmentDetail - LocalAuthorityEmailAddress,EstablishmentDetail - RatingDate,EstablishmentDetail - RatingDate - xsi:nil,EstablishmentDetail - AddressLine1,EstablishmentDetail - AddressLine2,EstablishmentDetail - AddressLine3,EstablishmentDetail - PostCode,EstablishmentDetail - Geocode - Latitude,EstablishmentDetail - Geocode - Longitude,EstablishmentDetail - Scores - Hygiene,EstablishmentDetail - Scores - Structural,EstablishmentDetail - Scores - ConfidenceInManagement,EstablishmentDetail - AddressLine4
526818,fhrs_5_en-GB,FHRS,5,Bridge Cottage Tea Gardens,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000101736,foodsafety@baberghmidsuffolk.gov.uk,2018-03-21,,Flatford Tea Rooms,Bridge Cottage,Flatford,CO7 6UL,51.95937500000000,1.02122200000000,0,0,5,East Bergholt
526419,fhrs_5_en-GB,FHRS,5,Bridge St Historic Guest House,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000019504,foodsafety@baberghmidsuffolk.gov.uk,2016-11-08,,Mill House,Bridge Street,Alpheton,CO10 9BG,52.10871500000000,0.74018500000000,5,0,0,SUDBURY
896764,fhrs_5_en-GB,FHRS,5,Bright Horizons,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174050,foodsafety@baberghmidsuffolk.gov.uk,2016-10-18,,Thomas Gainsborough School,Wells Hall Road,Great Cornard,CO10 0NH,52.02570700000000,0.75523900000000,0,5,0,SUDBURY
526783,fhrs_4_en-GB,FHRS,4,Brighthouse Farm (B&B),Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100497,foodsafety@baberghmidsuffolk.gov.uk,2010-12-09,,Brighthouse Farm,Melford Road,Lawshall,IP29 4PX,52.15555500000000,0.70690500000000,0,0,10,BURY ST EDMUNDS
812417,fhrs_2_en-GB,FHRS,2,Bristol Arms,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172108,foodsafety@baberghmidsuffolk.gov.uk,2016-09-20,,Bristol Hill,Shotley,IPSWICH,IP9 1PU,51.95677100000000,1.26837600000000,10,15,10,Suffolk
526598,fhrs_5_en-GB,FHRS,5,Brookfields Farm,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000039396,foodsafety@baberghmidsuffolk.gov.uk,2013-12-16,,,,,,,,0,0,0,
526154,fhrs_5_en-GB,FHRS,5,Brooklands Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000003281,foodsafety@baberghmidsuffolk.gov.uk,2016-06-13,,Brooklands Rise,Brantham,MANNINGTREE,CO11 1RX,51.96153700000000,1.06869700000000,0,5,0,Essex
1016427,fhrs_5_en-GB,FHRS,5,Brooklands Young Explorers,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177489,foodsafety@baberghmidsuffolk.gov.uk,2017-11-22,,Brooklands Primary School,Brooklands Rise,Brantham,CO11 1RX,51.96153700000000,1.06869700000000,0,0,0,MANNINGTREE
526964,fhrs_3_en-GB,FHRS,3,Brookwood Manor Care Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110800,foodsafety@baberghmidsuffolk.gov.uk,2017-05-22,,Brookwood Manor Residential Care Home,Holbrook Hall Park,Little Waldingfield,CO10 0TH,52.07128100000000,0.79397400000000,5,10,10,SUDBURY
972177,fhrs_3_en-GB,FHRS,3,Brundon Lane Cafe,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176323,foodsafety@baberghmidsuffolk.gov.uk,2017-05-11,,Cafe,Unit 5,Brundon Lane,CO10 7GB,52.03629400000000,0.71215900000000,10,10,10,SUDBURY
911045,fhrs_5_en-GB,FHRS,5,B's Cake Creations,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000000472,foodsafety@baberghmidsuffolk.gov.uk,2016-08-31,,,,,,,,0,0,5,
526676,fhrs_exempt_en-GB,FHRS,Exempt,Buckle Farms,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000050762,foodsafety@baberghmidsuffolk.gov.uk,2011-10-21,,Dairy Farm House,Dairy Road,Semer,IP7 6RA,52.08149400000000,0.92740100000000,,,,IPSWICH
1025780,fhrs_5_en-GB,FHRS,5,Budgens,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177356,foodsafety@baberghmidsuffolk.gov.uk,2018-01-09,,The Pharmacy,Hall Street,Long Melford,CO10 9JG,52.07931500000000,0.71929200000000,0,0,0,SUDBURY
526550,fhrs_5_en-GB,FHRS,5,Bures CEVC Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000036970,foodsafety@baberghmidsuffolk.gov.uk,2017-10-17,,Bures Church of England Voluntary Controlled Primary School,Nayland Road,Bures St Mary,CO8 5BX,51.97098500000000,0.77740500000000,0,0,0,BURES
526549,fhrs_exempt_en-GB,FHRS,Exempt,Bures Community Centre,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000036906,foodsafety@baberghmidsuffolk.gov.uk,2012-04-05,,Bures Village Hall,Nayland Road,Bures St Mary,CO8 5BX,51.97098400000000,0.77740400000000,,,,BURES
526194,fhrs_5_en-GB,FHRS,5,Burger King,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000005268,foodsafety@baberghmidsuffolk.gov.uk,2018-02-14,,Copdock Interchange,Pinewood,IPSWICH,IP8 3TT,52.04116000000000,1.09989300000000,0,5,0,Suffolk
526162,fhrs_5_en-GB,FHRS,5,Burgermania,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000003590,foodsafety@baberghmidsuffolk.gov.uk,2016-10-26,,,,,,,,5,0,0,
526320,fhrs_exempt_en-GB,FHRS,Exempt,Burstall Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015984,foodsafety@baberghmidsuffolk.gov.uk,2011-10-24,,Burstall Hill,Burstall,IPSWICH,IP8 3DR,52.05972700000000,1.05918800000000,,,,Suffolk
782477,fhrs_exempt_en-GB,FHRS,Exempt,Bushey Coopers Farm,Distributors/Transporters,7,False,297,Babergh,http://www.babergh.gov.uk/,PI/000004456,foodsafety@baberghmidsuffolk.gov.uk,,true,Pond Hall Road,Hadleigh,IPSWICH,IP7 5PS,52.03767100000000,0.99810700000000,,,,Suffolk
942238,fhrs_5_en-GB,FHRS,5,Busters Snack Bar,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111464,foodsafety@baberghmidsuffolk.gov.uk,2016-04-29,,1 Styngham Cottages,Main Road,Shotley,IP9 1PG,51.97398900000000,1.23895900000000,0,0,0,IPSWICH
754490,fhrs_5_en-GB,FHRS,5,Busy Bees,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170948,foodsafety@baberghmidsuffolk.gov.uk,2018-03-01,,The Day Nursery,Marbled White Drive,Pinewood,IP8 3TL,52.03314200000000,1.11912600000000,0,5,5,IPSWICH
526516,fhrs_4_en-GB,FHRS,4,Butt and Oyster Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000031904,foodsafety@baberghmidsuffolk.gov.uk,2017-11-08,,Pin Mill Road,Chelmondiston,IPSWICH,IP9 1JW,51.99636100000000,1.21360500000000,5,10,5,Suffolk
526150,fhrs_exempt_en-GB,FHRS,Exempt,Butterfly Cupcakes,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000002830,foodsafety@baberghmidsuffolk.gov.uk,2010-10-01,,,,,,,,,,,
526792,fhrs_5_en-GB,FHRS,5,Buy Right,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100607,foodsafety@baberghmidsuffolk.gov.uk,2016-09-19,,Former Buy Right Store,Calais Street,Hadleigh,IP7 5EW,52.04752800000000,0.95257300000000,0,0,0,IPSWICH
526614,fhrs_5_en-GB,FHRS,5,C. Hawkins (B&B),Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000040099,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,The Hall,Milden Hall,Milden,CO10 9NY,52.08068100000000,0.83603000000000,0,0,0,IPSWICH
903884,fhrs_5_en-GB,FHRS,5,Cafe Como,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174092,foodsafety@baberghmidsuffolk.gov.uk,2016-06-07,,Street Farm,The Street,Brent Eleigh,CO10 9NU,52.09388000000000,0.83616700000000,5,5,0,SUDBURY
526797,fhrs_3_en-GB,FHRS,3,Cafe Massala,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100651,foodsafety@baberghmidsuffolk.gov.uk,2017-10-12,,Foundry House,Hall Street,Long Melford,CO10 9JR,52.07706500000000,0.71663000000000,10,10,10,SUDBURY
768355,fhrs_5_en-GB,FHRS,5,Cafe Nini,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168583,foodsafety@baberghmidsuffolk.gov.uk,2017-06-01,,Tickled Pink,17 High Street,Lavenham,CO10 9PT,52.10942600000000,0.79527800000000,5,5,0,SUDBURY
527024,fhrs_5_en-GB,FHRS,5,Cafe Viva,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166428,foodsafety@baberghmidsuffolk.gov.uk,2018-01-23,,36 King Street,SUDBURY,Suffolk,CO10 2EQ,52.03838700000000,0.73211800000000,5,5,5,
526462,fhrs_4_en-GB,FHRS,4,Caffe Nero,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000022054,foodsafety@baberghmidsuffolk.gov.uk,2017-11-08,,92 North Street,SUDBURY,Suffolk,CO10 1RF,52.04032300000000,0.73088000000000,10,5,5,
852518,fhrs_exempt_en-GB,FHRS,Exempt,Cake Creations,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000034272,foodsafety@baberghmidsuffolk.gov.uk,2016-03-02,,,,,,,,,,,
896761,fhrs_5_en-GB,FHRS,5,Cakes by Kat,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000012458,foodsafety@baberghmidsuffolk.gov.uk,2016-07-06,,,,,,,,0,0,5,
798379,fhrs_5_en-GB,FHRS,5,Camperteas,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000008817,foodsafety@baberghmidsuffolk.gov.uk,2015-08-14,,1 Cordell Road,Long Melford,SUDBURY,CO10 9EH,52.07860200000000,0.72016800000000,0,0,0,Suffolk
942240,fhrs_5_en-GB,FHRS,5,Canteen @ Konings Juices & Drinks,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175325,foodsafety@baberghmidsuffolk.gov.uk,2017-01-09,,Konings Juices & Drinks Ltd,Hill Farm,Brick Kiln Hill,CO10 5NY,52.01019600000000,0.85630100000000,0,5,5,Polstead
526312,fhrs_5_en-GB,FHRS,5,Capel Community Church Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015945,foodsafety@baberghmidsuffolk.gov.uk,2017-11-08,,Capel Community Church,Days Road,Capel St Mary,IP9 2JW,52.00596400000000,1.03897700000000,0,0,5,IPSWICH
997853,fhrs_4_en-GB,FHRS,4,Capel News,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176999,foodsafety@baberghmidsuffolk.gov.uk,2017-08-15,,41 The Street,Capel St Mary,IPSWICH,IP9 2EE,52.00330200000000,1.05080400000000,10,5,5,Suffolk
526347,fhrs_exempt_en-GB,FHRS,Exempt,Capel Plough Football Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016040,foodsafety@baberghmidsuffolk.gov.uk,2012-01-17,,Clubhouse,Friars,Capel St Mary,IP9 2XS,52.00059300000000,1.05225200000000,,,,IPSWICH
866324,fhrs_3_en-GB,FHRS,3,Capel Service Station - Kayden Ltd,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173077,foodsafety@baberghmidsuffolk.gov.uk,2017-10-11,,Select Prestige Motor Company,London Road,Capel St Mary,IP9 2JT,51.99658700000000,1.04265400000000,5,10,10,IPSWICH
815475,fhrs_5_en-GB,FHRS,5,Capel Spice,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172462,foodsafety@baberghmidsuffolk.gov.uk,2017-01-20,,40 The Street,Capel St Mary,IPSWICH,IP9 2EP,52.00384100000000,1.04977700000000,0,5,5,Suffolk
526791,fhrs_5_en-GB,FHRS,5,Capel St Mary CEVC Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100593,foodsafety@baberghmidsuffolk.gov.uk,2016-09-13,,Capel St Mary CEVP School,The Street,Capel St Mary,IP9 2EG,52.00329900000000,1.04568900000000,0,5,0,IPSWICH
726837,fhrs_1_en-GB,FHRS,1,Cappadocia Restaurant,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170077,foodsafety@baberghmidsuffolk.gov.uk,2018-01-15,,Little Chef 1297,London Road,Capel St Mary,IP9 2JJ,52.00497100000000,1.05783900000000,10,5,20,IPSWICH
1007000,fhrs_5_en-GB,FHRS,5,Carabar Corn on the Cob,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000000836,foodsafety@baberghmidsuffolk.gov.uk,2017-10-09,,,,,,,,0,0,0,
527002,fhrs_exempt_en-GB,FHRS,Exempt,Card Factory,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111436,foodsafety@baberghmidsuffolk.gov.uk,2012-03-14,,9a North Street,SUDBURY,Suffolk,CO10 1RB,52.04014200000000,0.73051900000000,,,,
638510,fhrs_5_en-GB,FHRS,5,Caroline's Country Kitchen,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000039083,foodsafety@baberghmidsuffolk.gov.uk,2018-01-24,,,,,,,,5,5,5,
526882,fhrs_5_en-GB,FHRS,5,Carriers Arms,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000107214,foodsafety@baberghmidsuffolk.gov.uk,2017-03-02,,Heath Road,East Bergholt,COLCHESTER,CO7 6RA,51.97828200000000,1.01939200000000,5,5,5,Essex
526288,fhrs_5_en-GB,FHRS,5,Carter's Corner B & B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000013077,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,29 Edies Lane,Leavenheath,COLCHESTER,CO6 4PA,51.98891900000000,0.83953500000000,0,0,0,Essex
526854,fhrs_5_en-GB,FHRS,5,Catering & Hospitality at,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000106766,foodsafety@baberghmidsuffolk.gov.uk,2016-10-04,,Royal Hospital School,Royal Hospital School,Holbrook,IP9 2RX,51.97331200000000,1.15128600000000,0,5,5,IPSWICH
620678,fhrs_5_en-GB,FHRS,5,Catering Creations,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000013526,foodsafety@baberghmidsuffolk.gov.uk,2013-12-05,,1 Pykes Field,Nedging with Naughton,IPSWICH,IP7 7GZ,52.11065400000000,0.94929500000000,5,0,0,Suffolk
526986,fhrs_exempt_en-GB,FHRS,Exempt,Catey Pre-school,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111015,foodsafety@baberghmidsuffolk.gov.uk,2011-11-02,,Cockfield C of E Voluntary Controlled Primary School,Church Lane,Cockfield,IP30 0LA,52.15891200000000,0.78248500000000,,,,BURY ST EDMUNDS
526199,fhrs_exempt_en-GB,FHRS,Exempt,Catherine Leney,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000005744,foodsafety@baberghmidsuffolk.gov.uk,2012-01-10,,,,,,,,,,,
526661,fhrs_5_en-GB,FHRS,5,Centre Academy East Anglia,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000049744,foodsafety@baberghmidsuffolk.gov.uk,2018-02-28,,Church Road,Brettenham,IPSWICH,IP7 7QR,52.15310400000000,0.87351500000000,0,5,0,Suffolk
526685,fhrs_exempt_en-GB,FHRS,Exempt,Chandler's Garage Ltd,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000051250,foodsafety@baberghmidsuffolk.gov.uk,2011-05-17,,Nedging Tye Service Station,Ipswich Road,Nedging with Naughton,IP7 7BN,52.11008200000000,0.94629200000000,,,,IPSWICH
812418,fhrs_5_en-GB,FHRS,5,Chantilly,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172472,foodsafety@baberghmidsuffolk.gov.uk,2015-10-22,,The Barns,Wenham Road,Copdock And Washbrook,IP8 3EY,52.03008600000000,1.07011000000000,0,0,0,IPSWICH
526679,fhrs_5_en-GB,FHRS,5,Chaplin Catering,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000050874,foodsafety@baberghmidsuffolk.gov.uk,2018-03-15,,,,,,,,0,0,0,
526515,fhrs_5_en-GB,FHRS,5,Chelmondiston CEVC Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000031902,foodsafety@baberghmidsuffolk.gov.uk,2017-10-17,,Woodlands,Chelmondiston,IPSWICH,IP9 1DT,51.99026500000000,1.20493700000000,0,5,0,Suffolk
809722,fhrs_5_en-GB,FHRS,5,Chelmondiston Playgroup,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000102378,foodsafety@baberghmidsuffolk.gov.uk,2017-05-08,,Adj Primary School,Chelmondiston CEVC Primary School,Woodlands,CO9 1DT,51.93888900000000,0.63381800000000,5,5,5,Chelmondiston
815474,fhrs_1_en-GB,FHRS,1,Chenery Catering Ltd,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172213,foodsafety@baberghmidsuffolk.gov.uk,2017-06-01,,The Bull Inn,The Street,Brantham,CO11 1PN,51.96826500000000,1.08824600000000,10,20,20,MANNINGTREE
526723,fhrs_exempt_en-GB,FHRS,Exempt,Cherry Lane Garden Centre,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000054665,foodsafety@baberghmidsuffolk.gov.uk,2017-05-25,,High Street,Long Melford,SUDBURY,CO10 9DF,52.08786200000000,0.72419100000000,,,,Suffolk
838811,fhrs_5_en-GB,FHRS,5,Chicken George,Takeaway/sandwich shop,7844,True,297,Babergh,http://www.babergh.gov.uk/,PI/000173177,foodsafety@baberghmidsuffolk.gov.uk,2016-01-07,,10-11 King Street,SUDBURY,Suffolk,CO10 2EB,52.03860300000000,0.73249600000000,5,5,5,
526573,fhrs_5_en-GB,FHRS,5,Chilli And Chives,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000038416,foodsafety@baberghmidsuffolk.gov.uk,2016-07-22,,16a High Street,Lavenham,SUDBURY,CO10 9PT,52.10948700000000,0.79535500000000,5,5,0,Suffolk
526206,fhrs_5_en-GB,FHRS,5,Chilli And Chives,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000006195,foodsafety@baberghmidsuffolk.gov.uk,2015-10-20,,Corner Cottage Stores,George Street,Hintlesham,IP8 3NH,52.04943100000000,1.04488900000000,0,0,0,IPSWICH
526439,fhrs_5_en-GB,FHRS,5,Chilton Croft Nursing Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021424,foodsafety@baberghmidsuffolk.gov.uk,2017-09-25,,Newton Road,SUDBURY,Suffolk,CO10 2RN,52.03872300000000,0.74014500000000,5,5,0,
916977,fhrs_5_en-GB,FHRS,5,Chimneys B&B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000055128,foodsafety@baberghmidsuffolk.gov.uk,2016-10-12,,Chimneys,Woodlands Road,Holbrook,IP9 2PW,51.99129000000000,1.15703500000000,0,0,0,IPSWICH
1042421,fhrs_awaitinginspection_en-GB,FHRS,AwaitingInspection,Chips N Chopstix,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000178832,foodsafety@baberghmidsuffolk.gov.uk,,true,Chips and Chopsticks,Hall Street,Long Melford,CO10 9JT,52.07575200000000,0.71621400000000,,,,SUDBURY
526285,fhrs_exempt_en-GB,FHRS,Exempt,Chocolates by Janine,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000012780,foodsafety@baberghmidsuffolk.gov.uk,2010-02-15,,,,,,,,,,,
977141,fhrs_5_en-GB,FHRS,5,Churchill Catering Ltd @ Avent,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176199,foodsafety@baberghmidsuffolk.gov.uk,2017-05-31,,Factory and Premises,Lower Road,Glemsford,CO10 7QS,52.08652100000000,0.67793600000000,5,5,5,SUDBURY
691405,fhrs_5_en-GB,FHRS,5,Clay Hall House B+B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000024391,foodsafety@baberghmidsuffolk.gov.uk,2014-08-06,,Clay Hall House,Clay Hall Lane,Acton,CO10 0AQ,52.06670100000000,0.77199000000000,0,5,5,SUDBURY
526497,fhrs_exempt_en-GB,FHRS,Exempt,Clover Court Sheltered Housing,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000025922,foodsafety@baberghmidsuffolk.gov.uk,2015-08-13,,9 Clover Court,Great Cornard,SUDBURY,CO10 0LL,52.03092500000000,0.75557500000000,,,,Suffolk
526254,fhrs_5_en-GB,FHRS,5,Cock And Bell,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011261,foodsafety@baberghmidsuffolk.gov.uk,2017-05-23,,Hall Street,Long Melford,SUDBURY,CO10 9JR,52.07706500000000,0.71663000000000,0,5,0,Suffolk
526787,fhrs_5_en-GB,FHRS,5,Cockfield CEVC Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100550,foodsafety@baberghmidsuffolk.gov.uk,2017-04-28,,Cockfield C of E Voluntary Controlled Primary School,Church Lane,Cockfield,IP30 0LA,52.15891200000000,0.78248500000000,5,0,5,BURY ST EDMUNDS
526525,fhrs_5_en-GB,FHRS,5,Cockfield Stores,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000034023,foodsafety@baberghmidsuffolk.gov.uk,2016-07-26,,Cockfield Post Office and Stores,Howe Lane,Cockfield,IP30 0HA,52.15913700000000,0.79046800000000,5,0,5,BURY ST EDMUNDS
526760,fhrs_exempt_en-GB,FHRS,Exempt,Cockfield Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000057760,foodsafety@baberghmidsuffolk.gov.uk,2011-08-15,,Village Hall,Church Lane,Cockfield,IP30 0LA,52.15891200000000,0.78248500000000,,,,BURY ST EDMUNDS
526140,fhrs_exempt_en-GB,FHRS,Exempt,Cocoa Indigo,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000001885,foodsafety@baberghmidsuffolk.gov.uk,2012-01-06,,,,,,,,,,,
801235,fhrs_5_en-GB,FHRS,5,Coffee Box,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170642,foodsafety@baberghmidsuffolk.gov.uk,2018-03-15,,2-4 Broad Street,Boxford,SUDBURY,CO10 5DX,52.02875300000000,0.85987500000000,5,5,5,Suffolk
527059,fhrs_5_en-GB,FHRS,5,Coffee House,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167563,foodsafety@baberghmidsuffolk.gov.uk,2017-05-03,,3 Gainsborough Street,SUDBURY,Suffolk,CO10 2ET,52.03807700000000,0.72922600000000,,,,
780703,fhrs_5_en-GB,FHRS,5,Coffee Morning,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000171778,foodsafety@baberghmidsuffolk.gov.uk,2015-07-28,,Lavenham Community Hall,Church Street,Lavenham,CO10 9QT,52.10669500000000,0.79440700000000,0,0,0,SUDBURY
526126,fhrs_exempt_en-GB,FHRS,Exempt,Coles Green Farm,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000000404,foodsafety@baberghmidsuffolk.gov.uk,2012-02-22,,,,,,,,,,,
526923,fhrs_4_en-GB,FHRS,4,College Farm B & B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110288,foodsafety@baberghmidsuffolk.gov.uk,2010-08-16,,College Farm,Back Road,Hintlesham,IP8 3NT,52.05193800000000,1.02473800000000,0,0,10,IPSWICH
574458,fhrs_5_en-GB,FHRS,5,Come Dine,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168072,foodsafety@baberghmidsuffolk.gov.uk,2013-07-09,,Hadleigh Baptist Church,George Street,Hadleigh,IP7 5BE,52.04461800000000,0.95671300000000,0,0,0,IPSWICH
526889,fhrs_exempt_en-GB,FHRS,Exempt,Communal Lounge,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000108383,foodsafety@baberghmidsuffolk.gov.uk,2012-08-07,,Community Hall,Parkers Way,Nayland with Wissington,CO6 4HS,51.97315700000000,0.87054400000000,,,,COLCHESTER
526667,fhrs_exempt_en-GB,FHRS,Exempt,Community Centre And Library,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000050003,foodsafety@baberghmidsuffolk.gov.uk,2012-04-10,,The Street,Capel St Mary,IPSWICH,IP9 2EF,52.00327100000000,1.04852900000000,,,,Suffolk
1016425,fhrs_5_en-GB,FHRS,5,Community Lunch,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177242,foodsafety@baberghmidsuffolk.gov.uk,2017-11-23,,Tithe Barn,Sproughton Hall Farm,Lower Street,IP8 3AA,52.06286900000000,1.09655300000000,5,0,5,Sproughton
942239,fhrs_4_en-GB,FHRS,4,Compasses Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175102,foodsafety@baberghmidsuffolk.gov.uk,2017-01-19,,Ipswich Road,Holbrook,IPSWICH,IP9 2QR,51.98335100000000,1.15828300000000,5,0,10,Suffolk
526658,fhrs_exempt_en-GB,FHRS,Exempt,Cook and Son Motor Engineers,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000049459,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,Heath Road,East Bergholt,COLCHESTER,CO7 6RL,51.97846100000000,1.02186600000000,,,,Essex
